4.153999999999999915e+01 7.620000000000000107e+00
3.635000000000000142e+01 8.330000000000000071e+00
1.225000000000000000e+01 1.330999999999999872e+01
1.889999999999999858e+01 1.216000000000000014e+01
2.350000000000000000e+01 8.709999999999999076e+00
1.991000000000000014e+01 1.391999999999999993e+01
8.800000000000000711e+00 2.023000000000000043e+01
1.617999999999999972e+01 1.021999999999999886e+01
1.180000000000000071e+01 9.500000000000000000e+00
1.466999999999999993e+01 1.133999999999999986e+01
1.841000000000000014e+01 1.367999999999999972e+01
1.432000000000000028e+01 1.161999999999999922e+01
3.467999999999999972e+01 1.275000000000000000e+01
6.719999999999999751e+00 1.871999999999999886e+01
3.014999999999999858e+01 1.241999999999999993e+01
1.131000000000000050e+01 1.061999999999999922e+01
1.780000000000000027e+00 1.061999999999999922e+01
1.178999999999999915e+01 1.742000000000000171e+01
4.900000000000000355e+00 9.879999999999999005e+00
3.282999999999999829e+01 1.251999999999999957e+01
2.339000000000000057e+01 1.281000000000000050e+01
4.579999999999999716e+01 1.566999999999999993e+01
1.151500000000000057e+02 6.370000000000000107e+00
3.777000000000000313e+01 7.910000000000000142e+00
2.992000000000000171e+01 1.058999999999999986e+01
7.109000000000000341e+01 1.397000000000000064e+01
3.971000000000000085e+01 1.202999999999999936e+01
2.373000000000000043e+01 8.990000000000000213e+00
2.148999999999999844e+01 1.540000000000000036e+01
3.742999999999999972e+01 2.135999999999999943e+01
2.098999999999999844e+01 9.719999999999998863e+00
1.298000000000000043e+01 1.180000000000000071e+01
1.346000000000000085e+01 1.058000000000000007e+01
1.352199999999999989e+02 4.969999999999999751e+00
4.978000000000000114e+01 1.006999999999999851e+01
3.285999999999999943e+01 9.289999999999999147e+00
6.401000000000000512e+01 4.809999999999999609e+00
4.092999999999999972e+01 1.162000000000000099e+01
7.776000000000000512e+01 5.509999999999999787e+00
9.773999999999999488e+01 6.459999999999999964e+00
9.720999999999999375e+01 5.959999999999999964e+00
8.571999999999999886e+01 8.320000000000000284e+00
1.003999999999999915e+01 1.490000000000000036e+01
2.794000000000000128e+01 1.555000000000000071e+01
7.730000000000000426e+00 1.461000000000000121e+01
4.810999999999999943e+01 7.280000000000000249e+00
3.575999999999999801e+01 1.064000000000000057e+01
6.197999999999999687e+01 6.379999999999999893e+00
7.978000000000000114e+01 5.619999999999999218e+00
6.321999999999999886e+01 1.249000000000000021e+01
1.689999999999999858e+01 7.660000000000000142e+00
8.087999999999999545e+01 9.070000000000000284e+00
1.086299999999999955e+02 8.560000000000000497e+00
2.069000000000000128e+01 9.039999999999999147e+00
5.225000000000000000e+01 1.268999999999999950e+01
8.206999999999999318e+01 7.530000000000000249e+00
5.089000000000000057e+01 7.550000000000000711e+00
6.404999999999999716e+01 7.919999999999999929e+00
5.918999999999999773e+01 9.969999999999998863e+00
3.970000000000000284e+01 7.320000000000000284e+00
9.000000000000000000e+00 1.391000000000000014e+01
1.657999999999999829e+01 7.510000000000000675e+00
1.228700000000000045e+02 4.509999999999999787e+00
8.962000000000000455e+01 1.116999999999999993e+01
1.107699999999999960e+02 8.250000000000000000e+00
4.482999999999999829e+01 1.206000000000000050e+01
2.851999999999999957e+01 1.169999999999999929e+01
6.562000000000000455e+01 1.066000000000000014e+01
2.280000000000000071e+01 1.094000000000000128e+01
5.914000000000000057e+01 6.969999999999999751e+00
2.357000000000000028e+01 8.220000000000000639e+00
3.119000000000000128e+01 1.098000000000000043e+01
4.446000000000000085e+01 1.097000000000000064e+01
2.135999999999999943e+01 1.607999999999999829e+01
9.800000000000000711e+00 1.483999999999999986e+01
4.510999999999999943e+01 9.899999999999998579e+00
1.687400000000000091e+02 3.950000000000000178e+00
7.337000000000000455e+01 8.570000000000000284e+00
7.651999999999999602e+01 1.022999999999999865e+01
1.188599999999999994e+02 2.359999999999999876e+00
8.407999999999999829e+01 6.790000000000000036e+00
8.501000000000000512e+01 6.969999999999999751e+00
9.606999999999989370e+01 7.030000000000000249e+00
7.803000000000000114e+01 5.399999999999999467e+00
7.389000000000000057e+01 3.009999999999999787e+00
9.160999999999999943e+01 4.849999999999999645e+00
4.717999999999999972e+01 8.150000000000000355e+00
3.282999999999999829e+01 1.641000000000000014e+01
2.019999999999999929e+01 1.174000000000000021e+01
2.344999999999999929e+01 1.105000000000000071e+01
2.125000000000000000e+01 1.096000000000000085e+01
2.453999999999999915e+01 9.949999999999999289e+00
4.439000000000000057e+01 1.511000000000000121e+01
2.192999999999999972e+01 1.561999999999999922e+01
2.896999999999999886e+01 7.109999999999999432e+00
9.669999999999999929e+00 1.096000000000000085e+01
1.359999999999999964e+01 1.194999999999999929e+01
4.692000000000000171e+01 7.710000000000000853e+00
1.826999999999999957e+01 1.477000000000000135e+01
1.349000000000000021e+01 1.128000000000000114e+01
2.485999999999999943e+01 1.078000000000000114e+01
1.639000000000000057e+01 8.880000000000000782e+00
1.391000000000000014e+01 1.293999999999999950e+01
2.310000000000000142e+01 9.589999999999999858e+00
3.639999999999999858e+01 1.064000000000000057e+01
7.519999999999999574e+00 1.115000000000000036e+01
1.419999999999999929e+01 1.679000000000000270e+01
3.037999999999999901e+01 6.970000000000000639e+00
1.448000000000000043e+01 1.483000000000000007e+01
1.871000000000000085e+01 8.800000000000000711e+00
2.069000000000000128e+01 1.207000000000000028e+01
